Current_Capacity,Rated_Capacity,Current_Voltage,Min_Voltage,Max_Voltage,Charge_Energy,Discharge_Energy,Voltage_Drop,Current,Initial_Voltage,Final_Voltage,Time_Days,SoH,SoC,CE,IR,SDR,BHI
19.15,22.5,228.67,180,240,237.44,226.55,0.03,12.72,233.01,229.02,22,85.11,81.12,95.41,0.0024,0.08,69.34
14.25,22.5,196.06,180,240,455.58,370.03,0.19,15.68,236.28,235.55,13,63.33,26.77,81.22,0.0121,0.02,46.93
13.0,22.5,187.68,180,240,104.87,95.67,0.08,19.47,233.23,232.38,14,57.78,12.8,91.23,0.0041,0.03,43.91
19.73,22.5,222.95,180,240,161.4,84.8,0.12,67.22,231.35,228.98,3,87.69,71.58,52.54,0.0018,0.34,59.87
22.38,22.5,229.86,180,240,335.59,249.3,0.13,15.26,232.18,227.37,10,99.47,83.1,74.29,0.0085,0.21,71.24
17.61,22.5,180.63,180,240,181.88,159.08,0.06,54.94,233.12,228.51,21,78.27,1.05,87.46,0.0011,0.09,49.0
13.77,22.5,207.46,180,240,145.89,119.75,0.08,41.79,238.27,238.21,6,61.2,45.77,82.08,0.0019,0.0,50.05
18.61,22.5,189.81,180,240,125.4,118.79,0.12,68.42,233.07,231.2,27,82.71,16.35,94.73,0.0018,0.03,55.3
18.2,22.5,209.38,180,240,486.87,466.51,0.2,87.98,239.1,238.01,22,80.89,48.97,95.82,0.0023,0.02,61.31
13.17,22.5,192.65,180,240,405.58,310.09,0.13,89.64,232.47,227.95,19,58.53,21.08,76.46,0.0015,0.1,42.91
17.98,22.5,202.45,180,240,249.98,102.62,0.19,77.54,230.01,226.18,18,79.91,37.42,41.05,0.0025,0.09,47.65
12.38,22.5,201.8,180,240,133.9,105.05,0.17,34.32,237.65,236.72,2,55.02,36.33,78.45,0.005,0.2,44.94
13.97,22.5,223.06,180,240,157.26,105.42,0.09,27.3,234.5,233.71,12,62.09,71.77,67.04,0.0033,0.03,52.59
18.0,22.5,227.81,180,240,400.62,105.48,0.19,73.28,239.49,237.84,26,80.0,79.68,26.33,0.0026,0.03,53.2
12.69,22.5,228.34,180,240,346.82,116.12,0.08,82.94,235.68,235.13,25,56.4,80.57,33.48,0.001,0.01,45.37
12.78,22.5,225.54,180,240,471.87,315.4,0.13,78.66,231.53,226.66,11,56.8,75.9,66.84,0.0017,0.19,51.25
14.2,22.5,216.46,180,240,330.36,179.36,0.2,89.37,237.5,234.81,2,63.11,60.77,54.29,0.0022,0.57,48.2
20.37,22.5,198.0,180,240,150.68,88.01,0.14,99.79,236.66,235.34,22,90.53,30.0,58.41,0.0014,0.03,53.89
17.17,22.5,183.9,180,240,259.73,199.74,0.19,48.31,232.0,227.91,29,76.31,6.5,76.9,0.0039,0.06,47.2
15.81,22.5,217.66,180,240,407.94,259.78,0.11,17.94,234.11,231.38,17,70.27,62.77,63.68,0.0061,0.07,53.39
20.26,22.5,209.32,180,240,422.19,225.89,0.2,49.22,231.49,229.47,1,90.04,48.87,53.5,0.0041,0.87,56.4
20.79,22.5,207.61,180,240,337.79,297.8,0.16,69.2,238.15,235.27,3,92.4,46.02,88.16,0.0023,0.4,63.76
18.82,22.5,182.66,180,240,188.43,129.41,0.07,74.14,235.11,234.3,16,83.64,4.43,68.68,0.0009,0.02,48.08
22.35,22.5,196.9,180,240,226.13,211.94,0.05,59.31,237.07,235.7,21,99.33,28.17,93.72,0.0008,0.03,64.11
16.46,22.5,206.26,180,240,442.19,98.17,0.18,86.69,235.06,232.6,3,73.16,43.77,22.2,0.0021,0.35,42.42
21.5,22.5,213.4,180,240,206.2,200.78,0.06,91.46,237.26,233.55,20,95.56,55.67,97.37,0.0007,0.08,68.82
15.45,22.5,188.33,180,240,452.49,359.23,0.15,68.7,235.07,234.31,29,68.67,13.88,79.39,0.0022,0.01,46.12
18.3,22.5,215.61,180,240,112.39,89.0,0.11,62.86,236.3,232.72,18,81.33,59.35,79.19,0.0017,0.08,60.23
14.85,22.5,222.02,180,240,145.5,134.3,0.15,26.77,237.19,233.84,28,66.0,70.03,92.3,0.0056,0.05,58.86
11.93,22.5,208.0,180,240,497.85,204.91,0.15,59.3,233.25,232.79,29,53.02,46.67,41.16,0.0025,0.01,38.77
11.38,22.5,221.95,180,240,211.71,124.0,0.11,19.22,236.43,234.8,5,50.58,69.92,58.57,0.0057,0.14,45.92
16.37,22.5,180.54,180,240,258.24,184.68,0.12,77.48,236.7,235.31,29,72.76,0.9,71.51,0.0015,0.02,43.58
19.96,22.5,216.35,180,240,297.81,278.86,0.08,29.8,236.08,232.96,27,88.71,60.58,93.64,0.0027,0.05,66.32
16.72,22.5,237.57,180,240,393.07,114.63,0.05,97.8,237.26,232.68,25,74.31,95.95,29.16,0.0005,0.08,54.74
14.89,22.5,206.36,180,240,229.55,126.36,0.15,77.28,235.18,231.89,26,66.18,43.93,55.05,0.0019,0.05,46.26
20.82,22.5,228.21,180,240,295.23,162.1,0.17,54.12,232.46,229.92,7,92.53,80.35,54.91,0.0031,0.16,64.05
20.42,22.5,230.76,180,240,182.56,152.9,0.15,25.94,234.34,231.23,4,90.76,84.6,83.75,0.0058,0.33,69.94
19.79,22.5,215.93,180,240,484.45,157.49,0.19,46.13,235.28,234.66,16,87.96,59.88,32.51,0.0041,0.02,53.66
14.94,22.5,214.36,180,240,165.45,146.38,0.17,90.03,233.04,229.73,17,66.4,57.27,88.47,0.0019,0.08,55.7
19.83,22.5,187.23,180,240,405.11,222.96,0.17,76.5,233.77,229.25,23,88.13,12.05,55.04,0.0022,0.08,48.66
12.28,22.5,186.79,180,240,143.38,125.91,0.04,52.1,233.57,230.81,3,54.58,11.32,87.82,0.0008,0.39,41.62
18.95,22.5,210.93,180,240,285.73,161.84,0.17,39.78,232.59,228.87,1,84.22,51.55,56.64,0.0043,1.6,55.17
16.27,22.5,220.72,180,240,440.92,273.37,0.07,79.26,232.65,228.19,22,72.31,67.87,62.0,0.0009,0.09,54.89
20.65,22.5,185.49,180,240,122.45,95.42,0.19,98.51,232.02,231.27,14,91.78,9.15,77.93,0.0019,0.02,54.13
14.08,22.5,235.31,180,240,470.42,391.89,0.2,82.59,230.1,228.65,29,62.58,92.18,83.31,0.0024,0.02,60.13
13.07,22.5,225.04,180,240,197.92,80.33,0.18,66.06,234.45,230.82,4,58.09,75.07,40.59,0.0027,0.39,46.33
21.25,22.5,207.24,180,240,210.89,199.95,0.08,55.31,233.29,229.97,20,94.44,45.4,94.81,0.0014,0.07,65.81
14.73,22.5,213.71,180,240,464.64,252.74,0.14,51.9,231.21,230.91,18,65.47,56.18,54.39,0.0027,0.01,48.3
14.57,22.5,188.02,180,240,408.73,151.47,0.05,34.76,235.87,232.57,24,64.76,13.37,37.06,0.0014,0.06,35.98
19.56,22.5,181.88,180,240,226.12,119.08,0.19,26.68,237.07,236.85,17,86.93,3.13,52.66,0.0071,0.01,45.93
20.74,22.5,215.69,180,240,413.78,330.04,0.12,38.1,237.46,236.42,8,92.18,59.48,79.76,0.0031,0.05,64.71
20.99,22.5,185.36,180,240,429.11,135.73,0.07,12.6,231.24,229.01,27,93.29,8.93,31.63,0.0056,0.04,45.42
12.87,22.5,236.09,180,240,495.64,260.13,0.12,79.95,237.36,232.52,10,57.2,93.48,52.48,0.0015,0.2,52.05
16.54,22.5,187.61,180,240,132.13,89.95,0.06,34.86,236.45,236.17,26,73.51,12.68,68.08,0.0017,0.0,45.56
16.0,22.5,195.2,180,240,427.29,422.36,0.06,15.05,238.16,235.06,21,71.11,25.33,98.85,0.004,0.06,53.27
17.71,22.5,233.82,180,240,452.84,238.34,0.09,24.5,232.57,227.94,12,78.71,89.7,52.63,0.0037,0.17,59.93
21.98,22.5,196.71,180,240,277.56,257.53,0.14,65.62,237.06,232.91,15,97.69,27.85,92.78,0.0021,0.12,63.19
12.0,22.5,211.16,180,240,225.16,182.75,0.15,39.89,236.69,235.39,13,53.33,51.93,81.16,0.0038,0.04,47.95
15.72,22.5,236.87,180,240,199.86,192.85,0.19,89.39,235.64,232.4,18,69.87,94.78,96.49,0.0021,0.08,66.19
19.82,22.5,213.61,180,240,460.27,91.8,0.06,75.81,236.75,235.53,4,88.09,56.02,19.94,0.0008,0.13,50.41
15.58,22.5,226.96,180,240,164.25,162.24,0.07,48.6,232.75,229.85,2,69.24,78.27,98.78,0.0014,0.62,63.04
12.93,22.5,224.75,180,240,174.6,102.28,0.16,18.4,234.37,234.24,2,57.47,74.58,58.58,0.0087,0.03,49.62
13.39,22.5,226.36,180,240,295.6,146.83,0.04,65.0,236.66,233.31,11,59.51,77.27,49.67,0.0006,0.13,49.18
11.31,22.5,204.51,180,240,351.92,170.33,0.17,74.49,233.5,229.83,25,50.27,40.85,48.4,0.0023,0.06,37.95
14.26,22.5,204.62,180,240,125.66,119.8,0.11,62.93,233.71,230.36,2,63.38,41.03,95.34,0.0017,0.72,52.55
17.75,22.5,186.83,180,240,290.79,155.09,0.1,92.97,234.81,234.73,3,78.89,11.38,53.33,0.0011,0.01,44.5
21.92,22.5,192.81,180,240,426.37,165.45,0.09,68.95,231.59,227.9,6,97.42,21.35,38.8,0.0013,0.27,50.97
19.06,22.5,209.49,180,240,241.8,211.54,0.1,99.52,234.57,234.22,27,84.71,49.15,87.49,0.001,0.01,61.21
19.61,22.5,214.43,180,240,177.69,138.11,0.15,22.46,238.17,235.39,23,87.16,57.38,77.73,0.0067,0.05,61.88
21.62,22.5,209.97,180,240,383.59,146.45,0.15,74.89,239.04,238.86,2,96.09,49.95,38.18,0.002,0.04,56.06
21.52,22.5,186.88,180,240,282.55,80.06,0.11,93.18,231.99,228.79,11,95.64,11.47,28.33,0.0012,0.13,46.2
17.79,22.5,210.03,180,240,488.34,132.94,0.18,72.21,232.59,228.08,15,79.07,50.05,27.22,0.0025,0.13,47.07
17.07,22.5,182.97,180,240,452.61,207.9,0.17,73.15,237.66,236.08,15,75.87,4.95,45.93,0.0023,0.04,40.52
13.17,22.5,181.32,180,240,184.75,136.18,0.1,55.13,232.48,229.05,27,58.53,2.2,73.71,0.0018,0.05,38.59
14.3,22.5,194.62,180,240,202.63,192.34,0.1,70.25,232.81,230.19,23,63.56,24.37,94.92,0.0014,0.05,49.28
14.86,22.5,194.82,180,240,263.6,201.18,0.05,96.89,231.25,228.84,8,66.04,24.7,76.32,0.0005,0.13,46.61
11.42,22.5,233.9,180,240,310.82,276.15,0.02,30.47,232.59,230.65,11,50.76,89.83,88.85,0.0007,0.08,56.03
15.65,22.5,213.17,180,240,410.52,108.03,0.17,24.11,238.65,237.09,29,69.56,55.28,26.32,0.0071,0.02,44.14
12.77,22.5,188.57,180,240,402.14,312.35,0.08,16.97,230.12,228.67,18,56.76,14.28,77.67,0.0047,0.04,41.09
18.09,22.5,208.77,180,240,198.19,99.33,0.15,92.47,231.08,230.1,28,80.4,47.95,50.12,0.0016,0.02,51.77
11.42,22.5,210.5,180,240,306.45,139.59,0.14,95.04,234.5,230.75,8,50.76,50.83,45.55,0.0015,0.2,39.56
16.57,22.5,182.99,180,240,396.7,195.04,0.05,95.34,237.74,232.93,20,73.64,4.98,49.17,0.0005,0.1,40.28
16.99,22.5,210.3,180,240,154.8,95.1,0.09,46.79,233.18,232.43,29,75.51,50.5,61.43,0.0019,0.01,52.59
22.17,22.5,236.61,180,240,293.46,292.4,0.14,16.2,231.18,226.6,12,98.53,94.35,99.64,0.0086,0.17,78.19
12.31,22.5,219.4,180,240,302.08,86.68,0.19,69.04,235.15,233.78,4,54.71,65.67,28.69,0.0028,0.15,40.74
12.58,22.5,190.0,180,240,278.33,147.47,0.1,48.63,236.44,231.75,12,55.91,16.67,52.98,0.0021,0.17,36.28
16.18,22.5,223.27,180,240,362.05,126.58,0.2,51.72,233.95,229.35,20,71.91,72.12,34.96,0.0039,0.1,50.17
12.44,22.5,233.72,180,240,417.0,333.05,0.02,81.91,231.38,230.26,21,55.29,89.53,79.87,0.0002,0.02,55.99
14.47,22.5,198.28,180,240,367.22,354.04,0.07,46.69,237.71,235.54,25,64.31,30.47,96.41,0.0015,0.04,51.1
15.1,22.5,207.58,180,240,214.8,127.74,0.02,98.34,236.25,233.74,13,67.11,45.97,59.47,0.0002,0.08,47.92
15.85,22.5,229.58,180,240,318.72,155.77,0.15,77.13,235.0,234.76,4,70.44,82.63,48.87,0.0019,0.03,54.47
12.97,22.5,181.96,180,240,198.72,196.31,0.17,63.63,239.29,237.06,11,57.64,3.27,98.79,0.0027,0.08,43.46
16.47,22.5,197.86,180,240,390.15,362.99,0.09,94.74,235.17,232.55,5,73.2,29.77,93.04,0.0009,0.22,53.82
11.82,22.5,234.73,180,240,453.28,442.38,0.15,71.44,235.59,234.95,1,52.53,91.22,97.6,0.0021,0.27,58.75
16.8,22.5,236.31,180,240,319.74,225.15,0.15,38.89,236.99,234.35,23,74.67,93.85,70.42,0.0039,0.05,62.72
22.03,22.5,195.97,180,240,218.61,107.39,0.03,30.99,236.42,234.14,17,97.91,26.62,49.12,0.001,0.06,54.31
13.73,22.5,198.25,180,240,151.85,97.87,0.17,67.5,239.5,239.25,4,61.02,30.42,64.45,0.0025,0.03,43.38
21.4,22.5,194.18,180,240,282.52,117.36,0.08,57.0,230.53,226.95,8,95.11,23.63,41.54,0.0014,0.19,51.06
16.5,22.5,233.71,180,240,253.83,150.17,0.13,77.77,237.35,237.24,5,73.33,89.52,59.16,0.0017,0.01,59.07
13.39,22.5,220.62,180,240,385.1,380.64,0.11,34.42,236.84,231.94,11,59.51,67.7,98.84,0.0032,0.19,57.09
14.92,22.5,212.51,180,240,168.09,81.96,0.07,87.88,230.43,228.28,27,66.31,54.18,48.76,0.0008,0.03,47.11
21.97,22.5,239.13,180,240,268.79,259.42,0.02,77.13,236.43,235.17,27,97.64,98.55,96.51,0.0003,0.02,78.07
17.25,22.5,200.17,180,240,232.8,217.14,0.1,46.52,230.4,228.57,6,76.67,33.62,93.27,0.0021,0.13,56.03
22.07,22.5,197.75,180,240,165.83,123.18,0.1,25.75,237.33,235.51,26,98.09,29.58,74.28,0.0039,0.03,60.0
21.08,22.5,236.96,180,240,112.98,112.17,0.18,44.47,238.37,234.68,12,93.69,94.93,99.28,0.004,0.13,76.3
18.94,22.5,181.06,180,240,314.83,227.76,0.2,99.65,238.58,238.25,21,84.18,1.77,72.34,0.002,0.01,48.49
14.92,22.5,217.58,180,240,387.59,123.89,0.04,74.45,234.32,229.87,13,66.31,62.63,31.96,0.0005,0.15,45.43
11.68,22.5,189.05,180,240,150.05,108.24,0.2,25.6,231.45,226.87,20,51.91,15.08,72.14,0.0078,0.1,38.2
15.39,22.5,192.65,180,240,139.73,93.98,0.05,97.58,232.87,231.71,24,68.4,21.08,67.26,0.0005,0.02,45.03
15.71,22.5,206.99,180,240,468.55,297.59,0.02,46.71,234.16,229.33,7,69.82,44.98,63.51,0.0004,0.29,49.6
13.29,22.5,214.3,180,240,237.46,146.37,0.16,91.33,237.91,236.73,9,59.07,57.17,61.64,0.0018,0.06,47.38
22.46,22.5,228.15,180,240,431.66,414.57,0.04,54.8,235.81,234.16,1,99.82,80.25,96.04,0.0007,0.7,75.12
19.05,22.5,203.99,180,240,265.65,132.13,0.13,42.49,238.31,233.5,13,84.67,39.98,49.74,0.0031,0.16,51.8
21.33,22.5,215.73,180,240,429.97,270.85,0.05,40.38,233.82,228.96,10,94.8,59.55,62.99,0.0012,0.21,62.41
20.54,22.5,190.63,180,240,122.24,115.92,0.12,21.57,233.87,233.43,7,91.29,17.72,94.83,0.0056,0.03,59.02
21.88,22.5,180.83,180,240,318.4,98.02,0.06,17.93,238.6,235.64,7,97.24,1.38,30.79,0.0033,0.18,45.31
16.92,22.5,229.05,180,240,251.96,103.0,0.09,64.06,230.07,228.32,24,75.2,81.75,40.88,0.0014,0.03,54.6
20.1,22.5,191.46,180,240,360.07,135.92,0.12,70.97,239.97,239.81,4,89.33,19.1,37.75,0.0017,0.02,47.1
20.65,22.5,190.94,180,240,406.35,155.02,0.07,92.8,239.11,238.26,2,91.78,18.23,38.15,0.0008,0.18,47.97
11.9,22.5,231.13,180,240,392.17,298.09,0.07,44.19,239.58,239.25,13,52.89,85.22,76.01,0.0016,0.01,53.4
20.4,22.5,193.27,180,240,160.5,91.64,0.1,32.18,235.11,233.18,9,90.67,22.12,57.1,0.0031,0.09,52.1
17.79,22.5,197.2,180,240,393.65,264.78,0.01,91.15,235.46,231.12,12,79.07,28.67,67.26,0.0001,0.15,50.8
21.94,22.5,222.16,180,240,228.07,127.36,0.17,91.26,238.92,234.87,8,97.51,70.27,55.84,0.0019,0.21,64.2
22.45,22.5,215.73,180,240,414.35,337.14,0.08,43.47,237.24,234.74,13,99.78,59.55,81.37,0.0018,0.08,68.09
13.98,22.5,207.65,180,240,291.49,117.58,0.18,57.32,238.67,237.35,29,62.13,46.08,40.34,0.0031,0.02,42.13
11.85,22.5,210.59,180,240,247.19,169.39,0.09,35.58,239.04,238.11,17,52.67,50.98,68.53,0.0025,0.02,44.97
21.65,22.5,212.32,180,240,450.56,126.26,0.1,51.13,230.08,227.86,10,96.22,53.87,28.02,0.002,0.1,54.86
16.49,22.5,207.55,180,240,498.11,476.86,0.12,22.42,232.59,230.76,1,73.29,45.92,95.73,0.0054,0.79,57.57
11.56,22.5,222.61,180,240,453.93,272.16,0.12,24.66,232.21,231.03,24,51.38,71.02,59.96,0.0049,0.02,46.75
13.76,22.5,228.16,180,240,457.39,266.08,0.08,82.71,236.73,236.52,10,61.16,80.27,58.17,0.001,0.01,52.15
17.6,22.5,194.51,180,240,131.56,81.26,0.06,18.24,233.36,229.49,19,78.22,24.18,61.77,0.0033,0.09,48.47
18.19,22.5,210.18,180,240,441.18,335.96,0.18,35.34,233.48,230.37,1,80.84,50.3,76.15,0.0051,1.33,57.49
22.22,22.5,188.31,180,240,236.35,129.92,0.02,23.7,230.45,228.98,27,98.76,13.85,54.97,0.0008,0.02,53.27
14.61,22.5,218.48,180,240,368.9,368.33,0.04,27.22,231.56,228.61,28,64.93,64.13,99.85,0.0015,0.05,58.76
17.0,22.5,194.38,180,240,472.94,465.68,0.16,38.33,234.03,232.81,26,75.56,23.97,98.46,0.0042,0.02,54.71
17.21,22.5,189.29,180,240,345.01,344.81,0.13,43.52,233.32,228.66,24,76.49,15.48,99.94,0.003,0.08,53.67
11.26,22.5,228.26,180,240,455.74,444.27,0.15,59.39,232.69,227.69,2,50.04,80.43,97.48,0.0025,1.07,55.49
18.91,22.5,220.94,180,240,438.1,83.46,0.05,69.9,238.95,235.52,20,84.04,68.23,19.05,0.0007,0.07,51.06
19.04,22.5,192.1,180,240,121.56,105.67,0.11,78.51,237.73,232.93,12,84.62,20.17,86.93,0.0014,0.17,55.25
13.66,22.5,200.64,180,240,449.83,98.53,0.11,53.35,237.51,236.09,19,60.71,34.4,21.9,0.0021,0.03,35.54
12.49,22.5,206.78,180,240,324.61,80.08,0.03,43.77,230.53,229.85,18,55.51,44.63,24.67,0.0007,0.02,36.06
21.21,22.5,225.31,180,240,338.78,82.78,0.18,50.02,239.32,236.84,3,94.27,75.52,24.43,0.0036,0.35,57.66
18.68,22.5,238.71,180,240,480.72,238.57,0.13,90.17,238.31,235.91,19,83.02,97.85,49.63,0.0014,0.05,62.7
21.28,22.5,202.1,180,240,389.75,105.63,0.12,53.37,239.78,235.55,20,94.58,36.83,27.1,0.0022,0.09,50.61
18.94,22.5,219.95,180,240,208.97,110.23,0.03,14.55,238.58,238.32,19,84.18,66.58,52.75,0.0021,0.01,57.54
19.7,22.5,210.92,180,240,134.59,120.14,0.17,91.32,235.72,231.95,12,87.56,51.53,89.26,0.0019,0.13,63.17
14.08,22.5,233.81,180,240,324.57,211.54,0.06,85.16,235.73,234.94,7,62.58,89.68,65.18,0.0007,0.05,56.0
19.05,22.5,192.27,180,240,123.4,103.7,0.14,99.84,233.59,229.11,29,84.67,20.45,84.04,0.0014,0.07,54.76
16.61,22.5,189.73,180,240,141.34,96.52,0.12,95.21,232.99,231.46,5,73.82,16.22,68.29,0.0013,0.13,46.42
18.07,22.5,197.33,180,240,418.8,350.5,0.16,57.24,232.85,228.8,28,80.31,28.88,83.69,0.0028,0.06,54.63
14.51,22.5,191.04,180,240,369.68,278.79,0.13,47.4,231.0,226.44,27,64.49,18.4,75.41,0.0027,0.07,44.55
16.03,22.5,201.61,180,240,244.65,125.41,0.2,88.37,233.17,231.64,24,71.24,36.02,51.26,0.0023,0.03,45.95
17.22,22.5,209.01,180,240,375.79,361.46,0.03,85.02,235.84,235.1,14,76.53,48.35,96.19,0.0004,0.02,59.52
16.1,22.5,203.57,180,240,496.28,334.91,0.08,33.2,230.4,226.86,8,71.56,39.28,67.48,0.0024,0.19,49.96
16.55,22.5,238.38,180,240,130.23,80.17,0.08,64.1,236.29,233.9,12,73.56,97.3,61.56,0.0012,0.08,61.19
17.64,22.5,180.24,180,240,224.96,110.14,0.13,22.24,232.9,231.24,21,78.4,0.4,48.96,0.0058,0.03,41.23
19.08,22.5,212.24,180,240,107.43,106.16,0.17,33.45,236.16,231.54,16,84.8,53.73,98.82,0.0051,0.12,64.42
21.47,22.5,181.77,180,240,237.97,210.07,0.13,98.35,239.45,238.59,5,95.42,2.95,88.28,0.0013,0.07,56.41
15.85,22.5,223.1,180,240,181.49,145.61,0.14,32.97,236.01,232.58,19,70.44,71.83,80.23,0.0042,0.08,58.58
14.7,22.5,220.01,180,240,315.99,172.65,0.04,64.11,238.29,235.29,5,65.33,66.68,54.64,0.0006,0.25,50.37
14.95,22.5,187.29,180,240,286.5,80.7,0.09,19.52,230.24,226.12,23,66.44,12.15,28.17,0.0046,0.08,34.63
18.67,22.5,207.96,180,240,374.47,176.94,0.09,87.76,233.29,228.47,11,82.98,46.6,47.25,0.001,0.19,51.94
11.85,22.5,226.06,180,240,366.37,222.76,0.1,54.77,234.37,232.4,3,52.67,76.77,60.8,0.0018,0.28,48.55
16.0,22.5,209.2,180,240,337.7,144.7,0.04,45.87,230.82,228.18,8,71.11,48.67,42.85,0.0009,0.14,46.73
12.59,22.5,186.76,180,240,132.09,124.17,0.03,98.51,233.58,231.93,14,55.96,11.27,94.0,0.0003,0.05,43.43
17.77,22.5,239.01,180,240,267.04,119.66,0.11,68.39,233.15,229.57,21,78.98,98.35,44.81,0.0016,0.07,60.22
18.85,22.5,197.75,180,240,240.34,149.82,0.01,54.29,232.56,232.27,7,83.78,29.58,62.34,0.0002,0.02,51.89
21.15,22.5,235.62,180,240,109.77,109.43,0.14,56.84,233.9,231.3,29,94.0,92.7,99.69,0.0025,0.04,76.07
21.43,22.5,216.46,180,240,281.29,195.19,0.05,72.02,231.87,229.08,16,95.24,60.77,69.39,0.0007,0.08,64.12
12.06,22.5,233.6,180,240,344.57,110.61,0.11,54.75,230.6,227.56,3,53.6,89.33,32.1,0.002,0.44,45.68
19.64,22.5,197.7,180,240,349.04,130.62,0.05,16.06,237.47,234.93,9,87.29,29.5,37.42,0.0031,0.12,48.29
17.51,22.5,201.25,180,240,434.88,267.43,0.02,98.66,230.74,227.26,13,77.82,35.42,61.5,0.0002,0.12,50.5
14.54,22.5,212.46,180,240,226.6,193.69,0.19,42.29,238.06,235.56,8,64.62,54.1,85.48,0.0045,0.13,53.75
21.81,22.5,210.62,180,240,286.96,219.17,0.06,39.23,239.32,235.92,6,96.93,51.03,76.38,0.0015,0.24,64.23
20.86,22.5,223.26,180,240,420.43,401.03,0.05,14.38,232.91,230.91,7,92.71,72.1,95.39,0.0035,0.12,70.57
21.25,22.5,239.44,180,240,327.43,271.68,0.17,73.09,230.44,229.64,14,94.44,99.07,82.97,0.0023,0.02,74.18
21.93,22.5,201.42,180,240,403.82,268.82,0.02,17.59,232.03,231.31,9,97.47,35.7,66.57,0.0011,0.03,59.44
11.34,22.5,230.55,180,240,481.9,367.81,0.15,94.02,232.09,227.12,29,50.4,84.25,76.32,0.0016,0.07,52.27
19.89,22.5,222.19,180,240,145.98,85.59,0.17,48.43,234.51,230.27,16,88.4,70.32,58.63,0.0035,0.11,61.14
16.13,22.5,195.64,180,240,169.05,92.37,0.08,54.41,230.63,225.9,3,71.69,26.07,54.64,0.0015,0.68,44.75
13.07,22.5,210.1,180,240,469.95,176.42,0.17,38.1,232.7,228.19,3,58.09,50.17,37.54,0.0045,0.65,40.71
12.99,22.5,180.91,180,240,376.09,109.11,0.03,77.02,232.71,229.56,21,57.73,1.52,29.01,0.0004,0.06,29.19
14.31,22.5,216.38,180,240,305.5,112.66,0.15,82.34,239.63,237.65,16,63.6,60.63,36.88,0.0018,0.05,44.94
19.2,22.5,232.21,180,240,413.91,257.19,0.03,73.88,233.63,233.19,17,85.33,87.02,62.14,0.0004,0.01,63.96
12.29,22.5,210.5,180,240,275.34,114.0,0.04,66.35,233.87,233.58,2,54.62,50.83,41.4,0.0006,0.06,40.29
11.96,22.5,215.6,180,240,481.13,185.13,0.18,95.52,232.69,228.92,17,53.16,59.33,38.48,0.0019,0.1,40.82
12.6,22.5,196.51,180,240,423.28,389.19,0.14,19.43,235.23,232.36,27,56.0,27.52,91.95,0.0072,0.05,46.29
17.72,22.5,238.69,180,240,429.18,232.19,0.11,35.16,231.63,229.21,12,78.76,97.82,54.1,0.0031,0.09,61.88
12.77,22.5,206.43,180,240,380.95,120.72,0.12,81.91,235.96,233.4,13,56.76,44.05,31.69,0.0015,0.08,37.84
15.91,22.5,210.13,180,240,308.83,124.41,0.14,91.27,231.64,231.2,26,70.71,50.22,40.28,0.0015,0.01,46.38
14.27,22.5,187.96,180,240,468.07,220.62,0.07,87.22,236.04,235.19,17,63.42,13.27,47.13,0.0008,0.02,37.45
21.02,22.5,181.21,180,240,197.4,90.57,0.09,90.1,234.68,230.43,20,93.42,2.02,45.88,0.001,0.09,46.94
19.78,22.5,220.12,180,240,391.29,375.18,0.09,40.83,236.84,232.8,17,87.91,66.87,95.88,0.0022,0.1,67.7
12.26,22.5,209.56,180,240,460.42,413.64,0.02,37.33,234.43,233.56,22,54.49,49.27,89.84,0.0005,0.02,49.62
19.63,22.5,230.28,180,240,185.18,91.09,0.11,79.5,236.38,233.22,8,87.24,83.8,49.19,0.0014,0.17,61.48
13.84,22.5,204.87,180,240,113.15,84.51,0.07,40.78,239.0,235.29,15,61.51,41.45,74.69,0.0017,0.1,47.82
13.39,22.5,181.6,180,240,479.08,352.91,0.19,87.75,233.4,232.83,22,59.51,2.67,73.66,0.0022,0.01,39.07
12.93,22.5,181.33,180,240,187.53,91.56,0.16,20.12,237.24,235.31,19,57.47,2.22,48.82,0.008,0.04,33.19
19.75,22.5,222.72,180,240,186.6,144.64,0.11,15.47,232.78,227.78,22,87.78,71.2,77.51,0.0071,0.1,64.84
14.5,22.5,183.72,180,240,443.23,193.94,0.05,56.45,239.1,238.87,4,64.44,6.2,43.76,0.0009,0.02,35.77
20.12,22.5,239.69,180,240,421.28,304.23,0.18,91.52,239.73,235.85,21,89.42,99.48,72.22,0.002,0.08,70.1
19.24,22.5,184.51,180,240,227.19,97.05,0.19,40.49,237.13,234.27,28,85.51,7.52,42.72,0.0047,0.04,44.25
17.94,22.5,205.2,180,240,161.2,118.12,0.14,81.94,234.93,234.1,8,79.73,42.0,73.28,0.0017,0.04,54.94
13.71,22.5,220.16,180,240,214.38,160.57,0.19,81.39,233.33,230.96,2,60.93,66.93,74.9,0.0023,0.51,52.69
13.6,22.5,184.02,180,240,301.17,190.49,0.14,77.03,237.28,235.23,6,60.44,6.7,63.25,0.0018,0.14,38.15
11.73,22.5,218.88,180,240,147.08,143.48,0.17,12.01,237.82,234.64,20,52.13,64.8,97.55,0.0142,0.07,53.31
14.49,22.5,217.58,180,240,152.49,143.96,0.17,68.69,234.58,229.91,5,64.4,62.63,94.41,0.0025,0.4,57.13
